N°;Departamento;Municipio;Deporte 1;Deporte 2;Deporte 3;Deporte 4;Edad;Género;Grupo étnico;Condición de discapacidad;Grupo Vulnerable;Día inscripción;"Mes
inscripción";Año inscripción
6961;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6962;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6963;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6964;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6965;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6966;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6967;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6968;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6969;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6970;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;15;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6971;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6972;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6973;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6974;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;17;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6975;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;15;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6976;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6977;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6978;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6979;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6980;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6981;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6982;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;16;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6983;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6984;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;16;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6985;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;17;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
6986;BOLÍVAR;CARMEN DE BOLIVAR;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;16;Masculino;Ningún;Ninguna;Campesino;20;6;2.019
